date,close,天然橡胶：产量：中国（月）,天然橡胶：表观消费量环比：中国（月）,天然橡胶：表观消费量同比：中国（月）,天然橡胶：表观消费量：中国（月）,天然橡胶：厂内库存：上交所（周）,天然橡胶：厂库期货库存：上交所（周）,天然橡胶：厂库期货库存：上海国际能源（周）,天然橡胶：厂内库存：上海国际能源（周）,丁二烯：产量：中国（月）,丁二烯：港口库存：中国（周）,丁二烯：期末库存：中国（月）,SBS：产能：中国（日）,SBS：开工率同比：中国（月）,SBS：开工率：中国（日）,SBS：产量：中国（日）,SBS：表观消费量：中国（月）,SBS：需求量：中国：新口径（月）,SBS：贸易商：库存：中国（周）,SBS：社会库存：中国（周）,SBS：中国企业：库存（周）,SEBS：开工率：中国（月）,SEBS：产量：中国（月）,SEBS：中国企业：库存（月）,SIS：产量：中国（月）,SIS：中国企业：库存（月）,SIS：开工率：中国（月）,丁苯橡胶：产量同比：中国（月）,丁苯橡胶：产能：中国（日）,丁苯橡胶：开工率环比：中国（周）,丁苯橡胶：开工率：中国（月）,丁苯橡胶：产量：中国（日）,丁苯橡胶：表观消费量同比：中国（月）,丁苯橡胶：表观消费量环比：中国（月）,丁苯橡胶：表观消费量：中国（月）,丁苯橡胶：需求量：中国：新口径（月）,丁苯橡胶：期末库存：中国（月）,丁苯橡胶：现货库存：中国（周）,丁苯橡胶：库存：中国（周）,丁苯橡胶：贸易商：社会库存：中国（周）,丁苯胶乳：产能：中国（月）,丁苯胶乳：开工率：中国（月）,丁吡胶乳：产能：中国（月）,丁腈胶乳：产量同比：中国（月）,丁腈胶乳：产能：中国（月）,丁腈胶乳：开工率：中国（月）,高顺顺丁橡胶：产量：中国（月）,高顺顺丁橡胶：产能：中国（日）,高顺顺丁橡胶：开工率：中国（周）,其他高顺顺丁橡胶：开工率：中国（月）,顺丁橡胶：产量：中国（日）,顺丁橡胶：开工率同比：中国（月）,顺丁橡胶：开工率：中国（月）,顺丁橡胶：总开工率：中国（日）,顺丁橡胶：产量：中国（月）,顺丁橡胶：需求量：中国：新口径（月）,顺丁橡胶：表观消费量：中国：新口径（月）,顺丁橡胶：库存环比：中国（周）,顺丁橡胶：贸易商：库存：中国（周）,二甲基环硅氧烷的混合物：开工率：中国（日）,丁腈橡胶：开工率：中国：新口径（月）,丁腈橡胶：产量：中国（月）,下游行业：丁腈橡胶保温发泡：开工率：中国（月）,丁腈橡胶：表观消费量：中国（月）,丁腈橡胶：需求量：中国：新口径（月）,下游行业：丁腈橡胶：橡胶管：开工率：中国（月）,丁腈橡胶：库存：中国（周）,产业在线：FKM：产量：中国（月）,异戊橡胶：产量：中国：新口径（月）,氯丁橡胶：产量：中国（月）,三元乙丙橡胶：产量：中国（月）,三元乙丙橡胶：国内企业：开工率（月）,乙丙橡胶：表观消费量：中国（月）,丁基橡胶：产量：中国（日）,丁基橡胶：开工率：中国（周）,丁基橡胶：表观消费量：中国（月）,丁基橡胶：社会库存：中国（周）,丁基橡胶：中国企业：库存（周）,全钢轮胎：产量同比：中国（月）,全钢轮胎：开工率环比：中国（周）,全钢轮胎：开工率：中国（月）,全钢轮胎：产量：中国（月）,下游行业：丁基橡胶：全钢轮胎：开工率：中国（周）,全钢轮胎：社会库存：中国（月）,半钢轮胎：产量同比：中国（月）,半钢轮胎：开工率环比：中国（周）,半钢轮胎：开工率：中国（月）,下游行业：丁基橡胶：半钢轮胎：开工率：中国（周）,半钢轮胎：产量：中国（月）,新的充气橡胶轮胎：出口数量终值：中国（月）,新的充气橡胶轮胎：出口数量终值同比：中国（月）,全钢轮胎：出口数量：中国→美国：新口径（月）,半钢轮胎：出口数量：中国→美国：新口径（月）,轮胎：出口数量合计：中国：新口径（月）,轮胎：进口数量合计：中国：新口径（月）,隆众：汽车：产量：中国（月）,轮胎：看跌比例：中国（周）,轮胎：看平比例：中国（周）,轮胎：看升比例：中国（周）,轮胎：产量同比：中国（月）,汽车轮胎：库存预警指数：中国（月）,统计局：轮胎：产量同比：中国（月）,统计局：轮胎：产量：中国（月）,输送带：开工率：中国企业（月）,输送带：产量：中国（月）,初级形状或板、片、带状再生橡胶：出口数量合计：中国（月）,初级形状或板、片、带状再生橡胶：进口数量合计：中国（月）,再生胶：出口数量合计：中国（月）,再生胶：进口数量合计：中国（月）
"2021-05-01","","","","","","","","","","","","","","","","2641","","","","","","","","","","","","","5130","","","3146","","","","","","","","","","","","","","","","4326","","","2250","","","52.01","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-02","","","","","","","","","","","","","","","","2641","","","","","","","","","","","","","5130","","","3146","","","","","","","","","","","","","","","","4326","","","2250","","","52.01","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-03","","","","","","","","","","","","","","","","2641","","","","","","","","","","","","","5130","","","3146","","","","","","","","","","","","","","","","4326","","","2250","","","52.01","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-04","","","","","","","","","","","","","","","","2641","","","","","","","","","","","","","5130","","","3146","","","","","","","","","","","","","","","","4326","","","2250","","","52.01","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-05","","","","","","","","","","","","","","","","2571","","","","","","","","","","","","","5130","","","3146","","","","","","","","","","","","","","","","4326","","","2250","","","52.01","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-06","14375","","","","","","","","","","","","","","","2571","","","","","","","","","","","","","5130","","","3066","","","","","","","","","","","","","","","","4326","","","2250","","","52.01","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-07","14445","","","","","178182","176140","56679","59027","","39800","","","","","2404","","","18290","41430","46200","","","","","","","","5130","-1.29","","3066","","","","","","29040","18900","10140","","","","","","","","4326","51.91","","2250","","","52.01","","","","","","","","","","","","","5000","","","","","","","780","59.77","","3150","14600","","","","","56.59","","","-22.41","","54.36","","","","","","","","","","","","","","","","","","","","",""
"2021-05-08","","","","","","","","","","","","","","","","2404","","","","","","","","","","","","","5130","","","3066","","","","","","","","","","","","","","","","4326","","","2250","","","52.01","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-09","","","","","","","","","","","","","","","","2404","","","","","","","","","","","","","5130","","","3066","","","","","","","","","","","","","","","","4326","","","2250","","","52.01","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-10","14595","","","","","","","","","","","","","","","2404","","","","","","","","","","","","","5130","","","3066","","","","","","","","","","","","","","","","4326","","","2250","","","52.01","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-11","14165","","","","","","","","","","","","","","","2404","","","","","","","","","","","","","5130","","","2956","","","","","","","","","","","","","","","","4326","","","2250","","","52.01","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-12","14290","","","","","","","","","","","","","","","2404","","","","","","","","","","","","","5130","","","2956","","","","","","","","","","","","","","","","4326","","","2050","","","47.39","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-13","13715","","","","","","","","","","","","","","","2404","","","","","","","","","","","","","5130","","","2956","","","","","","","","","","","","","","","","4326","","","2050","","","47.39","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-14","13280","","","","","178432","176240","56357","59442","","42400","","","","","2404","","","17950","39680","46500","","","","","","","","5130","-0.33","","2956","","","","","","28340","19200","9140","","","","","","","","4326","50.69","","2020","","","46.69","","","","","","","","","","","","","4868","","","","","","","780","59.77","","3280","13700","","","","","70.95","","","21.85","","66.24","","","","","","","","","","","","","","","","","","","","",""
"2021-05-15","","","","","","","","","","","","","","","","2404","","","","","","","","","","","","","5130","","","2956","","","","","","","","","","","","","","","","4326","","","2020","","","46.69","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-16","","","","","","","","","","","","","","","","2404","","","","","","","","","","","","","5130","","","2956","","","","","","","","","","","","","","","","4326","","","2020","","","46.69","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-17","13360","","","","","","","","","","","","","","","2404","","","","","","","","","","","","","5130","","","2956","","","","","","","","","","","","","","","","4326","","","2140","","","49.47","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-18","13390","","","","","","","","","","","","","","","2404","","","","","","","","","","","","","5130","","","2956","","","","","","","","","","","","","","","","4326","","","2140","","","49.47","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-19","13290","","","","","","","","","","","","","","","2404","","","","","","","","","","","","","5130","","","2956","","","","","","","","","","","","","","","","4326","","","2140","","","49.47","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-20","13405","","","","","","","","","","","","","","","1781","","","","","","","","","","","","","5130","","","2956","","","","","","","","","","","","","","","","4326","","","1840","","","42.53","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-21","13675","","","","","178956","176670","55249","60047","","39300","","","","","1801","","","18591","39291","45300","","","","","","","","5130","0","","3056","","","","","","27680","19600","8080","","","","","","","","4326","47.29","","1840","","","42.53","","","","","","","","","","","","","4502","","","","","","","780","59.77","","3270","12900","","","","","65.97","","","-6.2","","62.13","","","","","","","","","","","","","","","","","","","","",""
"2021-05-22","","","","","","","","","","","","","","","","1801","","","","","","","","","","","","","5130","","","3106","","","","","","","","","","","","","","","","4326","","","1940","","","44.85","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-23","","","","","","","","","","","","","","","","2504","","","","","","","","","","","","","5130","","","3356","","","","","","","","","","","","","","","","4326","","","1940","","","44.85","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-24","13695","","","","","","","","","","","","","","","2504","","","","","","","","","","","","","5130","","","3376","","","","","","","","","","","","","","","","4326","","","1910","","","44.15","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-25","13735","","","","","","","","","","","","","","","2504","","","","","","","","","","","","","5130","","","3476","","","","","","","","","","","","","","","","4326","","","1910","","","44.15","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-26","13755","","","","","","","","","","","","","","","2504","","","","","","","","","","","","","5130","","","3476","","","","","","","","","","","","","","","","4326","","","1910","","","44.15","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-27","13665","","","","","","","","","","","","","","","2504","","","","","","","","","","","","","5130","","","3476","","","","","","","","","","","","","","","","4326","","","1980","","","45.77","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-28","13660","","","","","179866","176460","54564","60773","","38100","","","","","2524","","","22325","43575","48600","","","","","","","","5130","18.03","","3476","","","","","","27140","19350","7790","","","","","","","","4326","44.35","","1860","","","43","","","","","","","","","","","","","4958","","","","","","","780","59.77","","3357","14200","","","","","57.8","","","-9.96","","55.94","","","","","","","","","","","","","","","","","","","","",""
"2021-05-29","","","","","","","","","","","","","","","","2524","","","","","","","","","","","","","5130","","","3526","","","","","","","","","","","","","","","","4326","","","1860","","","43","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-30","","","","","","","","","","","","","","","","2524","","","","","","","","","","","","","5130","","","3526","","","","","","","","","","","","","","","","4326","","","1860","","","43","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-31","13400","86000","","","490000","","","","","29.45","","62600","","-7.11","","2524","76546.94","49736","","","","84.94","16400","5800","15300","7300","55.19","-3.17","5130","","71.93","3526","-8.42","0.9","12.4","53061","","","","","0.79","49.26","1.5","328.11","15.11","52.42","64040","4326","","53.87","1860","","","43","66830","70431","74521","","","","76.61","1.71","74","24368.241","10676","94","","1.411","1515","0.4","2.14","65.05","31818.867","780","","39787.385","","","","","","1207","","","27.33","","61.39","","4286","52","43.5","17105.61","5728.85","467892.86","9425.06","204","","","","","52.9","16.1","7787.5","70.06","2030","11745.066","9711.189","11745.07","9711.19"
"2021-06-01","13345","","","","","","","","","","","","","","","2957","","","","","","","","","","","","","5130","","","3441","","","","","","","","","","","","","","","","4326","","","1890","","","43.69","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-06-02","13165","","","","","","","","","","","","","","","2957","","","","","","","","","","","","","5130","","","3441","","","","","","","","","","","","","","","","4326","","","1890","","","43.69","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
