date,close,初榨棕榈油：产量：马来西亚（月）,棕榈仁油：产量：马来西亚（月）,棕榈仁油：出油率：马来西亚（月）,棕榈油：出油率：马来西亚（月）,棕榈油：单产：马来西亚（月）,印尼棕榈油协会：棕榈油：期初库存（月）,印尼棕榈油协会：毛棕榈仁油：产量（月）,印尼棕榈油协会：毛棕榈油：产量（月）,印尼棕榈油协会：棕榈油：产量（月）,印尼棕榈油协会：棕榈油：消费量（月）,印尼棕榈油协会：棕榈油：需求量（月）,印尼棕榈油协会：棕榈油：期末库存（月）,马来西亚棕榈油局：初榨棕榈油：炼油厂：产量：马来西亚（月）,马来西亚棕榈油局：毛棕榈仁油：炼油厂：产量：马来西亚（月）,马来西亚棕榈油局：初榨棕榈油：提取率：马来西亚（月）,马来西亚棕榈油局：毛棕榈仁油：提取率：马来西亚（月）,马来西亚棕榈油局：棕榈油：精炼厂：产能：马来西亚（月）,马来西亚棕榈油局：棕榈油：化工生产企业：产能：马来西亚（月）,马来西亚棕榈油局：初榨棕榈油：平均产量：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：24度：产量：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：44度：产量：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：产量：马来西亚（月）,马来西亚棕榈油局：棕榈液油：24度：产量：马来西亚（月）,马来西亚棕榈油局：棕榈油硬脂：44度：产量：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：烹饪用：产量：马来西亚（月）,马来西亚棕榈油局：棕榈油脂肪酸：产量：马来西亚（月）,马来西亚棕榈油局：初榨棕榈油：产量：马来西亚（月）,马来西亚棕榈油局：毛棕榈仁油：产量：马来西亚（月）,棕榈油：24度：成交量合计（日）,USDA：棕榈油：非食用级加工使用量（月）,USDA：棕榈油：食品级加工使用量（月）,USDA：棕榈油：精炼：加工使用量（月）,USDA：棕榈仁油：精炼：加工使用量（月）,棕榈油：库存：中国（周）,精炼棕榈仁油：库存：马来西亚（月）,精炼棕榈油：库存：马来西亚（月）,毛棕榈仁油：库存：马来西亚（月）,初榨棕榈油：库存：马来西亚（月）,棕榈仁油：库存：马来西亚（月）,棕榈油：库存：马来西亚（月）,USDA：棕榈油：精炼：期末库存（月）,USDA：棕榈仁油：精炼：期末库存（月）,马来西亚棕榈油局：精炼棕榈油：RBD：24度：库存：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：44度：库存：马来西亚（月）,马来西亚棕榈油局：棕榈液油：24度：库存：马来西亚（月）,马来西亚棕榈油局：棕榈油硬脂：44度：库存：马来西亚（月）,马来西亚棕榈油局：棕榈油脂肪酸：库存：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：烹饪用：库存：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：库存：马来西亚（月）
"2022-07-07","7934","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","","","","","","","","","","","","","","","","","","","",""
"2022-07-08","8238","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","25.51","","","","","","","","","","","","","","",""
"2022-07-11","8200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","",""
"2022-07-12","8016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2800","","","","","","","","","","","","","","","","","","","",""
"2022-07-13","7694","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2300","","","","","","","","","","","","","","","","","","","",""
"2022-07-14","7720","","","","","","","","","","","","","","","","","","","","","","","","","","","","","466","","","","","","","","","","","","","","","","","","","",""
"2022-07-15","7432","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6266","","","","","31.86","","","","","","","","","","","","","","",""
"2022-07-18","8040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2100","","","","","","","","","","","","","","","","","","","",""
"2022-07-19","7896","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2600","","","","","","","","","","","","","","","","","","","",""
"2022-07-20","8112","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-07-21","7892","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","","","","","","","","","","","","","","","","","","","",""
"2022-07-22","7782","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","","27.21","","","","","","","","","","","","","","",""
"2022-07-25","7738","","","","","","","","","","","","","","","","","","","","","","","","","","","","","450","","","","","","","","","","","","","","","","","","","",""
"2022-07-26","8078","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800","","","","","","","","","","","","","","","","","","","",""
"2022-07-27","7874","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5400","","","","","","","","","","","","","","","","","","","",""
"2022-07-28","8392","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","",""
"2022-07-29","8614","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","22.99","","","","","","","","","","","","","","",""
"2022-07-31","","1573560","180612","45.43","19.86","0.25","6688","338","3465","3803","1881","4586","5905","1172793","114148","19.86","45.43","24965200","2681541","0.25","741392","205994","1070503","25443","3342","38751","59596","1573560","180612","","6083","218961","225044","38638","","127966","866858","176770","905946","304736","1772804","362041","54010","168766","129815","23777","4719","57968","13728","123124"
"2022-08-01","8482","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500","","","","","","","","","","","","","","","","","","","",""
"2022-08-02","8120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","",""
"2022-08-03","8096","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6900","","","","","","","","","","","","","","","","","","","",""
"2022-08-04","7822","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14300","","","","","","","","","","","","","","","","","","","",""
"2022-08-05","8132","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","22.01","","","","","","","","","","","","","","",""
"2022-08-08","8482","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3000","","","","","","","","","","","","","","","","","","","",""
"2022-08-09","8442","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-08-10","8396","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1800","","","","","","","","","","","","","","","","","","","",""
"2022-08-11","8620","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3500","","","","","","","","","","","","","","","","","","","",""
"2022-08-12","8830","","","","","","","","","","","","","","","","","","","","","","","","","","","","","700","","","","","24.345","","","","","","","","","","","","","","",""
"2022-08-15","8708","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","",""
"2022-08-16","8650","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1900","","","","","","","","","","","","","","","","","","","",""
"2022-08-17","8628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-08-18","8186","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-08-19","8270","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","27.535","","","","","","","","","","","","","","",""
"2022-08-22","8526","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1806","","","","","","","","","","","","","","","","","","","",""
"2022-08-23","8410","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2050","","","","","","","","","","","","","","","","","","","",""
"2022-08-24","8724","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","","",""
"2022-08-25","8626","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2200","","","","","","","","","","","","","","","","","","","",""
"2022-08-26","8622","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4500","","","","","27.675","","","","","","","","","","","","","","",""
"2022-08-29","8644","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1600","","","","","","","","","","","","","","","","","","","",""
"2022-08-30","8446","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-08-31","8588","1725781","191347","45.46","19.67","0.29","","","","","","","","1268087","123886","19.67","45.46","25460200","2681183","0.29","881089","242947","1164941","21452","2498","38748","61384","1725781","191347","2600","7466","223962","231428","41835","","128333","1068706","200319","1025961","328652","2094667","343807","53192","237696","137252","43480","3894","61463","13796","143404"
"2022-09-01","8190","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-09-02","7946","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","","32.18","","","","","","","","","","","","","","",""
"2022-09-05","8064","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1400","","","","","","","","","","","","","","","","","","","",""
"2022-09-06","8054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500","","","","","","","","","","","","","","","","","","","",""
"2022-09-07","7774","","","","","","","","","","","","","","","","","","","","","","","","","","","","","900","","","","","","","","","","","","","","","","","","","",""
"2022-09-08","7706","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-09-09","7684","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","32.63","","","","","","","","","","","","","","",""
"2022-09-13","7954","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500","","","","","","","","","","","","","","","","","","","",""
"2022-09-14","7944","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","",""
"2022-09-15","7870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-09-16","7782","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4500","","","","","36.36","","","","","","","","","","","","","","",""
"2022-09-19","7766","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6000","","","","","","","","","","","","","","","","","","","",""
"2022-09-20","7638","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3700","","","","","","","","","","","","","","","","","","","",""
"2022-09-21","7894","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13000","","","","","","","","","","","","","","","","","","","",""
"2022-09-22","7898","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-09-23","7758","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3000","","","","","45.74","","","","","","","","","","","","","","",""
"2022-09-26","7298","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2500","","","","","","","","","","","","","","","","","","","",""
"2022-09-27","7260","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4500","","","","","","","","","","","","","","","","","","","",""
"2022-09-28","7054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5800","","","","","","","","","","","","","","","","","","","",""
"2022-09-29","7106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500","","","","","","","","","","","","","","","","","","","",""
"2022-09-30","7094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3000","","","","","47.81","","","","","","","","","","","","","","",""
"2022-10-10","7544","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
